,ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 4%,Total,Date,Time,Payment,cogs,gross margin %,gross income,Rating
1108,1109,Branch 1,Bangalore,Non-Subscriber,Men,Men Footwear,33.21,8,10.63,289.6,20-04-22,10:43,COD,265.69,5,13.28,4.1
1109,1110,Branch 2,Hyderabad,Subscriber,Men,Men Footwear,33.83,9,12.18,331.9,21-04-22,14:30,Prepaid,304.5,5,15.22,9.1
1110,1111,Branch 3,Ahmedabad,Subscriber,Unisex,Sunglasses,30.06,1,1.2,32.77,22-04-22,11:32,Prepaid,30.06,5,1.5,4.5
1111,1112,Branch 1,Kolkata,Subscriber,Women,Jewellery,30.55,2,2.44,66.6,23-04-22,10:41,Prepaid,61.1,5,3.05,7.7
1112,1113,Branch 2,Lucknow,Subscriber,Women,Watches,33.83,6,8.12,221.27,24-04-22,12:44,Prepaid,203.0,5,10.15,8.3
1113,1114,Branch 3,Delhi,Subscriber,Men,Men Footwear,32.44,8,10.38,282.88,25-04-22,20:07,Prepaid,259.52,5,12.98,4.2
1114,1115,Branch 1,Delhi,Subscriber,Women,Women Footwear,35.34,8,11.31,308.19,26-04-22,20:31,COD,282.74,5,14.14,9.4
1115,1116,Branch 2,Delhi,Subscriber,Women,Home,29.84,2,2.39,65.05,27-04-22,13:01,COD,59.68,5,2.98,7.0
1116,1117,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,33.83,4,5.41,147.51,28-04-22,12:29,COD,135.33,5,6.77,5.2
1117,1118,Branch 1,Cochin,Subscriber,Men,Men Footwear,24.52,1,0.98,26.73,29-04-22,15:26,Prepaid,24.52,5,1.23,5.1
1118,1119,Branch 2,Hyderabad,Non-Subscriber,Men,Men Footwear,29.19,9,10.51,286.38,30-04-22,20:48,Prepaid,262.74,5,13.14,5.9
1119,1120,Branch 4,Bangalore,Subscriber,Men,Watches,36.86,1,1.47,40.18,01-05-22,20:38,Prepaid,36.86,5,1.84,4.0
1120,1121,Branch 1,Bangalore,Non-Subscriber,Men,Men Footwear,32.1,7,8.99,244.95,02-05-22,17:03,COD,224.72,5,11.24,5.1
1121,1122,Branch 2,Thane,Subscriber,Men,Men Footwear,33.21,6,7.97,217.2,03-05-22,12:02,COD,199.27,5,9.96,6.4
1122,1123,Branch 3,Kolkata,Subscriber,Women,Bags,30.13,8,9.64,262.71,03-05-21,17:26,Prepaid,241.02,5,12.05,4.1
1123,1124,Branch 1,Noida,Subscriber,Women,Women Apparel,29.34,7,8.22,223.89,03-05-21,19:52,COD,205.4,5,10.27,4.5
1124,1125,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,34.33,7,9.61,261.96,03-05-21,14:57,Prepaid,240.33,5,12.02,7.2
1125,1126,Branch 3,Delhi,Subscriber,Men,Men Footwear,58.76,6,14.1,384.28,03-05-21,18:44,COD,352.55,5,17.63,4.4
1126,1127,Branch 1,Kanpur,Non-Subscriber,Men,Men Footwear,29.19,4,4.67,127.28,03-05-21,13:26,COD,116.77,5,5.84,8.9
1127,1128,Branch 2,Patiala,Subscriber,Men,Men Footwear,30.95,8,9.9,269.84,03-05-21,16:17,COD,247.56,5,12.38,5.8
1128,1129,Branch 3,Hyderabad,Subscriber,Unisex,Sunglasses,37.12,7,10.39,283.2,03-05-21,15:57,Prepaid,259.82,5,12.99,8.4
1129,1130,Branch 1,Bangalore,Subscriber,Women,Women Apparel,24.68,8,7.9,215.19,03-05-21,11:15,COD,197.42,5,9.87,7.1
1130,1131,Branch 2,Cochin,Non-Subscriber,Men,Men Footwear,33.09,6,7.94,216.41,03-05-21,13:18,COD,198.54,5,9.93,7.4
1131,1132,Branch 4,Hyderabad,Subscriber,Men,Watches,33.57,5,6.71,182.94,04-05-21,20:34,Prepaid,167.83,5,8.39,8.2
1132,1133,Branch 4,Navi Mumbai,Subscriber,Men,Watches,24.72,3,2.97,80.84,05-05-21,18:36,COD,74.17,5,3.71,7.3
1133,1134,Branch 2,Kolkata,Subscriber,Men,Men Footwear,23.36,5,4.67,127.33,06-05-21,14:40,COD,116.82,5,5.84,8.7
1134,1135,Branch 3,Delhi,Subscriber,Women,Sunglasses,30.48,5,6.1,166.09,07-05-21,16:43,COD,152.38,5,7.62,5.2
1135,1136,Branch 1,Delhi,Subscriber,Men,Men Footwear,31.7,2,2.54,69.11,08-05-21,19:39,Prepaid,63.4,5,3.17,6.1
1136,1137,Branch 4,Delhi,Subscriber,Men,Watches,35.03,4,5.61,152.74,09-05-21,20:59,COD,140.13,5,7.01,8.7
1137,1138,Branch 3,Karnal,Subscriber,Unisex,Sunglasses,30.68,5,6.14,167.23,10-05-21,15:39,COD,153.42,5,7.67,9.7
1138,1139,Branch 1,Lucknow,Non-Subscriber,Men,Men Footwear,29.19,9,10.51,286.38,11-05-21,12:21,Prepaid,262.74,5,13.14,8.1
1139,1140,Branch 4,Vijayawada,Subscriber,Men,Watches,58.76,7,16.45,448.33,12-05-21,19:25,COD,411.31,5,20.57,9.1
1140,1141,Branch 4,Chennai,Subscriber,Men,Watches,24.3,9,8.75,238.34,13-05-21,13:00,COD,218.66,5,10.93,5.3
1141,1142,Branch 1,Bangalore,Subscriber,Men,Sports Equipment,29.19,9,10.51,286.39,14-05-21,13:48,COD,262.74,5,13.14,8.0
1142,1143,Branch 2,Chennai,Non-Subscriber,Women,Women Apparel,36.28,9,13.06,355.95,15-05-21,19:57,COD,326.56,5,16.33,9.0
1143,1144,Branch 4,Mumbai,Subscriber,Men,Watches,36.86,1,1.47,40.18,16-05-21,10:36,Prepaid,36.86,5,1.84,8.3
1144,1145,Branch 1,Kolkata,Subscriber,Women,Watches,33.66,5,6.73,183.45,17-05-21,16:37,COD,168.3,5,8.42,7.9
1145,1146,Branch 2,Delhi,Subscriber,Men,Men Footwear,32.44,5,6.49,176.8,18-05-21,17:11,Prepaid,162.2,5,8.11,9.4
1146,1147,Branch 3,Delhi,Subscriber,Unisex,Sunglasses,33.09,9,11.91,324.61,19-05-21,12:28,Prepaid,297.81,5,14.89,9.1
1147,1148,Branch 4,Delhi,Subscriber,Men,Watches,55.13,3,6.62,180.27,20-05-21,12:46,COD,165.39,5,8.27,5.5
1148,1149,Branch 2,Gurgaon,Subscriber,Women,Watches,25.9,7,7.25,197.59,21-05-21,15:07,Prepaid,181.27,5,9.06,6.1
1149,1150,Branch 3,Noida,Subscriber,Women,Women Apparel,24.68,7,6.91,188.29,22-05-21,13:48,COD,172.74,5,8.64,4.8
1150,1151,Branch 1,Chennai,Non-Subscriber,Men,Men Footwear,35.03,3,4.2,114.56,23-05-21,19:20,COD,105.1,5,5.25,4.7
1151,1152,Branch 2,Chennai,Subscriber,Unisex,Bags,30.48,6,7.31,199.31,24-05-21,16:07,Prepaid,182.85,5,9.14,7.2
1152,1153,Branch 3,Hyderabad,Subscriber,Women,Watches,21.87,8,7.0,190.68,25-05-21,11:56,COD,174.93,5,8.75,7.3
1153,1154,Branch 1,Chennai,Subscriber,Men,Men Footwear,32.1,5,6.42,174.96,26-05-21,18:23,COD,160.52,5,8.03,9.8
1154,1155,Branch 2,Mumbai,Non-Subscriber,Women,Women Apparel,51.68,7,14.47,394.31,27-05-21,13:05,COD,361.75,5,18.09,9.2
1155,1156,Branch 3,Howrah,Subscriber,Unisex,Sunglasses,32.11,4,5.14,140.01,28-05-21,15:55,COD,128.45,5,6.42,8.9
1156,1157,Branch 1,Delhi,Non-Subscriber,Women,Women Apparel,32.99,1,1.32,35.96,29-05-21,19:40,Prepaid,32.99,5,1.65,6.0
1157,1158,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,30.06,4,4.81,131.06,30-05-21,13:58,Prepaid,120.24,5,6.01,9.6
1158,1159,Branch 3,Delhi,Non-Subscriber,Women,Jewellery,63.86,8,20.44,556.9,31-05-21,14:43,Prepaid,510.92,5,25.55,5.9
1159,1160,Branch 1,Gurgaon,Subscriber,Women,Women Apparel,29.39,5,5.88,160.16,01-06-21,19:18,COD,146.94,5,7.35,10.0
1160,1161,Branch 2,Delhi,Subscriber,Unisex,Bags,30.48,7,8.53,232.53,02-06-21,19:39,Prepaid,213.33,5,10.67,8.2
1161,1162,Branch 4,Bangalore,Subscriber,Men,Watches,28.03,1,1.12,30.56,03-06-21,16:21,COD,28.03,5,1.4,5.9
1162,1163,Branch 1,Chennai,Non-Subscriber,Women,Women Apparel,32.99,6,7.92,215.79,04-06-21,19:44,COD,197.97,5,9.9,6.9
1163,1164,Branch 2,Madurai,Subscriber,Women,Women Footwear,24.12,1,0.96,26.29,05-06-21,19:42,COD,24.12,5,1.21,6.4
1164,1165,Branch 3,Hyderabad,Non-Subscriber,Men,Men Apparel,21.87,9,7.87,214.51,06-06-21,15:24,Prepaid,196.8,5,9.84,5.8
1165,1166,Branch 1,Pune,Subscriber,Men,Men Footwear,32.1,7,8.99,244.95,07-06-21,14:12,COD,224.72,5,11.24,5.5
1166,1167,Branch 2,Kolkata,Non-Subscriber,Men,Men Footwear,25.94,9,9.34,254.48,08-06-21,13:32,Prepaid,233.47,5,11.67,4.7
1167,1168,Branch 3,Ludhiana,Subscriber,Men,Men Footwear,34.33,9,12.36,336.81,09-06-21,16:20,Prepaid,309.0,5,15.45,8.6
1168,1169,Branch 4,Lucknow,Subscriber,Men,Watches,26.67,5,5.33,145.36,10-06-21,16:31,COD,133.36,5,6.67,6.4
1169,1170,Branch 2,Delhi,Subscriber,Women,Bags,32.31,6,7.75,211.32,11-06-21,15:10,Prepaid,193.87,5,9.69,8.4
1170,1171,Branch 3,Delhi,Non-Subscriber,Women,Women Apparel,49.35,4,7.9,215.17,12-06-21,11:36,COD,197.4,5,9.87,5.4
1171,1172,Branch 4,Lucknow,Subscriber,Men,Sunglasses,38.94,4,6.23,169.78,13-06-21,12:45,COD,155.76,5,7.79,9.3
1172,1173,Branch 4,Hyderabad,Subscriber,Men,Watches,55.13,7,15.44,420.64,14-06-21,19:17,Prepaid,385.91,5,19.3,6.2
1173,1174,Branch 4,Hyderabad,Subscriber,Men,Watches,34.33,5,6.87,187.12,15-06-21,17:34,COD,171.67,5,8.58,9.7
1174,1175,Branch 1,Hyderabad,Subscriber,Women,Watches,29.78,7,8.34,227.25,16-06-21,12:04,COD,208.49,5,10.42,8.6
1175,1176,Branch 2,Chennai,Subscriber,Men,Men Footwear,31.7,8,10.14,276.43,17-06-21,16:21,COD,253.61,5,12.68,8.7
1176,1177,Branch 3,Navi Mumbai,Non-Subscriber,Men,Men Footwear,33.57,7,9.4,256.11,18-06-21,17:01,COD,234.97,5,11.75,9.5
1177,1178,Branch 1,Kolkata,Subscriber,Men,Men Footwear,32.96,6,7.91,215.57,19-06-21,10:50,Prepaid,197.78,5,9.89,4.7
1178,1179,Branch 2,Delhi,Non-Subscriber,Unisex,Sports Equipment,38.94,5,7.79,212.23,20-06-21,19:16,COD,194.71,5,9.74,4.3
1179,1180,Branch 3,Lucknow,Subscriber,Men,Men Footwear,33.21,2,2.66,72.4,21-06-21,16:47,COD,66.42,5,3.32,9.8
1180,1181,Branch 1,Gurgaon,Subscriber,Women,Watches,26.1,6,6.26,170.7,22-06-21,10:00,COD,156.61,5,7.83,5.6
1181,1182,Branch 2,Ludhiana,Subscriber,Women,Bags,26.73,7,7.48,203.93,23-06-21,11:51,COD,187.09,5,9.35,7.6
1182,1183,Branch 3,Delhi,Subscriber,Women,Bags,31.7,9,11.41,310.98,24-06-21,10:55,COD,285.3,5,14.27,7.9
1183,1184,Branch 1,Hyderabad,Subscriber,Women,Women Apparel,63.86,7,17.88,487.29,25-06-21,15:00,COD,447.05,5,22.35,5.6
1184,1185,Branch 2,Chennai,Subscriber,Women,Bags,31.7,6,7.61,207.32,26-06-21,11:19,COD,190.2,5,9.51,6.6
1185,1186,Branch 3,Bangalore,Subscriber,Unisex,Watches,29.84,2,2.39,65.05,27-06-21,19:46,COD,59.68,5,2.98,7.9
1186,1187,Branch 1,Madurai,Subscriber,Women,Watches,29.78,7,8.34,227.25,28-06-21,19:00,COD,208.49,5,10.42,7.4
1187,1188,Branch 2,Mumbai,Subscriber,Men,Men Apparel,36.28,3,4.35,118.65,29-06-21,10:53,Prepaid,108.85,5,5.44,6.9
1188,1189,Branch 3,Kolkata,Subscriber,Women,Bags,22.96,1,0.92,25.02,30-06-21,12:50,COD,22.96,5,1.15,9.8
1189,1190,Branch 1,Panipat,Subscriber,Unisex,Sunglasses,30.06,3,3.61,98.3,01-07-21,20:50,Prepaid,90.18,5,4.51,5.8
1190,1191,Branch 4,Lucknow,Subscriber,Men,Watches,24.72,2,1.98,53.89,02-07-21,10:39,COD,49.44,5,2.47,7.1
1191,1192,Branch 3,Delhi,Subscriber,Men,Men Footwear,30.55,1,1.22,33.3,03-07-21,13:41,COD,30.55,5,1.53,4.5
1192,1193,Branch 1,Ambala,Subscriber,Women,Sunglasses,38.29,8,12.25,333.9,04-07-21,19:08,COD,306.33,5,15.32,9.1
1193,1194,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,33.09,3,3.97,108.2,05-07-21,20:23,COD,99.27,5,4.96,5.6
1194,1195,Branch 3,Chennai,Non-Subscriber,Men,Men Footwear,24.92,4,3.99,108.67,06-07-21,11:30,COD,99.69,5,4.98,9.8
1195,1196,Branch 4,Chennai,Subscriber,Men,Watches,30.06,1,1.2,32.77,07-07-21,19:30,COD,30.06,5,1.5,4.9
1196,1197,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,29.19,1,1.17,31.82,08-07-21,18:03,COD,29.19,5,1.46,4.8
1197,1198,Branch 4,Hyderabad,Subscriber,Men,Watches,18.99,1,0.76,20.7,09-07-21,10:13,Prepaid,18.99,5,0.95,6.0
1198,1199,Branch 1,Navi Mumbai,Subscriber,Women,Watches,21.87,3,2.62,71.5,10-07-21,19:58,COD,65.6,5,3.28,8.1
1199,1200,Branch 2,Kolkata,Subscriber,Men,Men Apparel,38.45,4,6.15,167.63,11-07-21,19:57,COD,153.79,5,7.69,5.4
1200,1201,Branch 3,Gurgaon,Non-Subscriber,Men,Men Footwear,33.21,5,6.64,181.0,12-07-21,10:01,COD,166.06,5,8.3,6.7
1201,1202,Branch 4,Faridabad,Subscriber,Men,Watches,36.86,3,4.42,120.53,13-07-21,11:57,Prepaid,110.58,5,5.53,6.5
1202,1203,Branch 2,Delhi,Subscriber,Women,Women Footwear,30.13,6,7.23,197.03,14-07-21,10:02,COD,180.76,5,9.04,9.7
1203,1204,Branch 3,Chandigarh,Subscriber,Men,Men Footwear,40.88,9,14.72,401.0,15-07-21,14:51,Prepaid,367.89,5,18.39,8.6
1204,1205,Branch 4,Delhi,Subscriber,Men,Watches,30.06,4,4.81,131.06,16-07-21,12:42,COD,120.24,5,6.01,5.3
1205,1206,Branch 2,Bangalore,Subscriber,Men,Men Footwear,21.62,8,6.92,188.56,17-07-21,12:02,COD,172.99,5,8.65,7.8
1206,1207,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,33.21,8,10.63,289.6,18-07-21,18:19,COD,265.69,5,13.28,9.6
1207,1208,Branch 1,Hyderabad,Subscriber,Men,Men Footwear,30.68,9,11.05,301.02,19-07-21,17:38,COD,276.16,5,13.81,7.7
1208,1209,Branch 2,Hyderabad,Non-Subscriber,Men,Men Footwear,29.84,2,2.39,65.05,20-07-21,13:41,COD,59.68,5,2.98,5.0
1209,1210,Branch 3,Ahmedabad,Subscriber,Men,Men Footwear,38.22,8,12.23,333.32,21-07-21,19:42,Prepaid,305.8,5,15.29,6.4
1210,1211,Branch 1,Kolkata,Non-Subscriber,Women,Women Apparel,36.8,8,11.77,320.86,22-07-21,20:24,COD,294.36,5,14.72,5.8
1211,1212,Branch 4,Kanpur,Subscriber,Men,Watches,24.72,8,7.91,215.57,23-07-21,18:08,COD,197.78,5,9.89,8.7
1212,1213,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,32.1,4,5.14,139.97,24-07-21,19:17,COD,128.41,5,6.42,4.8
1213,1214,Branch 1,Ghaziabad,Subscriber,Men,Men Footwear,23.36,2,1.87,50.93,25-07-21,13:24,Prepaid,46.73,5,2.34,4.3
1214,1215,Branch 2,Delhi,Non-Subscriber,Women,Women Apparel,41.88,6,10.05,273.9,26-07-21,15:53,Prepaid,251.29,5,12.56,6.4
1215,1216,Branch 3,Delhi,Subscriber,Men,Men Footwear,26.67,1,1.07,29.07,27-07-21,15:05,COD,26.67,5,1.33,8.2
1216,1217,Branch 1,Bangalore,Non-Subscriber,Men,Men Apparel,30.55,4,4.89,133.19,28-07-21,18:27,Prepaid,122.19,5,6.11,8.4
1217,1218,Branch 2,Chennai,Subscriber,Men,Men Footwear,24.72,2,1.98,53.89,29-07-21,16:55,COD,49.44,5,2.47,5.4
1218,1219,Branch 3,Hyderabad,Subscriber,Women,Watches,29.11,7,8.15,222.14,30-07-21,12:58,COD,203.8,5,10.19,8.6
1219,1220,Branch 1,Hyderabad,Subscriber,Women,Women Apparel,24.68,2,1.97,53.8,31-07-21,18:59,COD,49.35,5,2.47,7.8
1220,1221,Branch 2,Jaipur,Subscriber,Women,Watches,29.78,5,5.96,162.32,01-08-21,13:44,COD,148.92,5,7.45,6.0
1221,1222,Branch 4,Kolkata,Subscriber,Men,Sunglasses,32.11,6,7.71,210.02,02-08-21,13:46,COD,192.68,5,9.63,5.3
1222,1223,Branch 1,Noida,Non-Subscriber,Women,Women Apparel,51.68,4,8.27,225.32,03-08-21,18:06,COD,206.71,5,10.34,9.3
1223,1224,Branch 2,Delhi,Subscriber,Women,Bags,38.97,1,1.56,42.48,04-08-21,12:38,COD,38.97,5,1.95,8.1
1224,1225,Branch 3,Noida,Non-Subscriber,Men,Men Footwear,33.66,1,1.35,36.69,05-08-21,15:56,Prepaid,33.66,5,1.68,6.1
1225,1226,Branch 1,Kanpur,Subscriber,Men,Men Footwear,24.52,1,0.98,26.73,06-08-21,14:29,Prepaid,24.52,5,1.23,9.6
1226,1227,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,33.21,8,10.63,289.6,07-08-21,19:14,COD,265.69,5,13.28,3.9
1227,1228,Branch 3,Mysore,Subscriber,Men,Men Footwear,30.13,3,3.62,98.52,08-08-21,16:24,COD,90.38,5,4.52,9.6
1228,1229,Branch 4,Bangalore,Subscriber,Men,Watches,51.68,5,10.34,281.65,09-08-21,10:52,COD,258.39,5,12.92,5.2
1229,1230,Branch 2,Chennai,Subscriber,Men,Men Footwear,25.9,7,7.25,197.59,10-08-21,12:55,Prepaid,181.27,5,9.06,7.3
1230,1231,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,21.87,1,0.87,23.83,11-08-21,19:28,COD,21.87,5,1.09,6.4
1231,1232,Branch 1,Navi Mumbai,Subscriber,Unisex,Watches,29.84,2,2.39,65.05,12-08-21,13:52,COD,59.68,5,2.98,8.6
1232,1233,Branch 2,Kolkata,Subscriber,Women,Bags,33.83,8,10.83,295.02,13-08-21,10:54,COD,270.66,5,13.53,7.9
1233,1234,Branch 3,Ghaziabad,Subscriber,Men,Men Footwear,32.1,3,3.85,104.98,14-08-21,18:31,COD,96.31,5,4.82,6.6
1234,1235,Branch 1,Lucknow,Non-Subscriber,Men,Men Apparel,36.28,9,13.06,355.95,15-08-21,18:24,Prepaid,326.56,5,16.33,6.4
1235,1236,Branch 2,Delhi,Subscriber,Women,Bags,32.11,1,1.28,35.0,16-08-21,18:09,COD,32.11,5,1.61,4.0
1236,1237,Branch 3,Delhi,Subscriber,Unisex,Sunglasses,37.12,4,5.94,161.83,17-08-21,15:16,Prepaid,148.47,5,7.42,4.8
1237,1238,Branch 1,Delhi,Subscriber,Women,Women Footwear,33.83,4,5.41,147.51,18-08-21,17:07,COD,135.33,5,6.77,8.5
1238,1239,Branch 2,Hyderabad,Non-Subscriber,Men,Men Footwear,32.11,4,5.14,140.01,19-08-21,19:26,COD,128.45,5,6.42,4.2
1239,1240,Branch 4,Bangalore,Subscriber,Men,Watches,48.33,1,1.93,52.68,20-08-21,11:20,COD,48.33,5,2.42,4.8
1240,1241,Branch 1,Chennai,Non-Subscriber,Women,Women Apparel,34.7,8,11.1,302.56,21-08-21,16:49,COD,277.57,5,13.88,5.5
1241,1242,Branch 2,Chennai,Subscriber,Men,Men Footwear,26.73,1,1.07,29.13,22-08-21,12:01,Prepaid,26.73,5,1.34,5.7
1242,1243,Branch 3,Pune,Non-Subscriber,Men,Men Footwear,29.19,1,1.17,31.82,23-08-21,18:37,COD,29.19,5,1.46,5.9
1243,1244,Branch 1,Kolkata,Subscriber,Unisex,Sunglasses,30.95,3,3.71,101.19,24-08-21,11:25,COD,92.84,5,4.64,4.1
1244,1245,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,48.33,7,13.53,368.77,25-08-21,18:42,COD,338.32,5,16.92,8.2
1245,1246,Branch 3,Bhatinda,Subscriber,Men,Men Footwear,37.11,7,10.39,283.16,26-08-21,14:47,COD,259.78,5,12.99,5.6
1246,1247,Branch 1,Lucknow,Subscriber,Unisex,Furniture,39.46,2,3.16,86.02,27-08-21,19:43,Prepaid,78.92,5,3.95,4.7
1247,1248,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,35.34,4,5.65,154.1,28-08-21,14:04,Prepaid,141.37,5,7.07,6.7
1248,1249,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,24.72,3,2.97,80.84,29-08-21,16:11,COD,74.17,5,3.71,8.7
1249,1250,Branch 4,Chennai,Subscriber,Men,Watches,39.46,6,9.47,258.06,30-08-21,19:06,Prepaid,236.75,5,11.84,4.1
1250,1251,Branch 2,Hyderabad,Subscriber,Unisex,Sunglasses,33.09,8,10.59,288.55,31-08-21,15:34,COD,264.72,5,13.24,6.3
1251,1252,Branch 3,Bangalore,Subscriber,Unisex,Bags,21.87,9,7.87,214.51,01-09-21,19:06,Prepaid,196.8,5,9.84,8.3
1252,1253,Branch 1,Hyderabad,Subscriber,Unisex,Sunglasses,22.95,1,0.92,25.01,02-09-21,19:44,COD,22.95,5,1.15,7.1
1253,1254,Branch 2,Pune,Subscriber,Men,Men Footwear,30.68,3,3.68,100.34,03-09-21,11:22,COD,92.05,5,4.6,5.1
1254,1255,Branch 4,Kolkata,Subscriber,Men,Watches,29.34,7,8.22,223.89,04-09-21,11:23,COD,205.4,5,10.27,8.8
1255,1256,Branch 1,Lucknow,Subscriber,Women,Bags,38.97,3,4.68,127.43,05-09-21,14:12,COD,116.91,5,5.85,8.9
1256,1257,Branch 2,Faridabad,Non-Subscriber,Men,Men Footwear,33.09,1,1.32,36.07,06-09-21,10:46,COD,33.09,5,1.65,9.6
1257,1258,Branch 3,Agra,Subscriber,Unisex,Watches,25.94,5,5.19,141.38,07-09-21,10:16,COD,129.71,5,6.49,8.6
1258,1259,Branch 4,Noida,Subscriber,Men,Watches,58.76,3,7.05,192.14,08-09-21,12:38,COD,176.28,5,8.81,6.4
1259,1260,Branch 4,Delhi,Subscriber,Men,Watches,51.68,3,6.2,168.99,09-09-21,13:05,COD,155.03,5,7.75,6.8
1260,1261,Branch 3,Hyderabad,Subscriber,Women,Watches,38.45,8,12.3,335.25,10-09-21,13:25,COD,307.57,5,15.38,6.1
1261,1262,Branch 1,Hyderabad,Subscriber,Women,Women Footwear,32.1,3,3.85,104.98,11-09-21,14:53,COD,96.31,5,4.82,5.5
1262,1263,Branch 2,Hyderabad,Subscriber,Unisex,Sunglasses,49.35,3,5.92,161.37,12-09-21,19:22,COD,148.05,5,7.4,5.6
1263,1264,Branch 4,Hyderabad,Subscriber,Men,Sunglasses,37.12,9,13.36,364.12,13-09-21,11:00,COD,334.05,5,16.7,4.1
1264,1265,Branch 1,Mumbai,Non-Subscriber,Men,Men Footwear,25.9,1,1.04,28.23,14-09-21,19:24,Prepaid,25.9,5,1.29,7.8
1265,1266,Branch 2,Kolkata,Subscriber,Men,Men Footwear,29.19,6,7.01,190.92,15-09-21,12:43,COD,175.16,5,8.76,8.6
1266,1267,Branch 3,Ghaziabad,Non-Subscriber,Men,Men Footwear,33.57,3,4.03,109.76,16-09-21,17:22,COD,100.7,5,5.04,6.8
1267,1268,Branch 1,Delhi,Subscriber,Men,Sports Equipment,29.19,9,10.51,286.39,17-09-21,20:55,COD,262.74,5,13.14,9.4
1268,1269,Branch 2,Gurgaon,Non-Subscriber,Women,Home,22.96,3,2.75,75.07,18-09-21,16:05,COD,68.87,5,3.44,4.3
1269,1270,Branch 3,Delhi,Subscriber,Men,Men Footwear,35.03,9,12.61,343.67,19-09-21,13:34,COD,315.3,5,15.76,6.9
1270,1271,Branch 4,Delhi,Subscriber,Men,Watches,48.33,4,7.73,210.73,20-09-21,18:13,COD,193.33,5,9.67,6.2
1271,1272,Branch 2,Chennai,Subscriber,Unisex,Bags,36.8,1,1.47,40.11,21-09-21,19:17,COD,36.8,5,1.84,9.6
1272,1273,Branch 3,Trivandrum,Non-Subscriber,Men,Men Footwear,21.87,8,7.0,190.68,22-09-21,11:44,Prepaid,174.93,5,8.75,8.7
1273,1274,Branch 4,Hyderabad,Subscriber,Men,Watches,38.29,1,1.53,41.74,23-09-21,15:51,COD,38.29,5,1.91,5.0
1274,1275,Branch 4,Bangalore,Subscriber,Men,Watches,35.03,5,7.01,190.93,24-09-21,16:52,COD,175.17,5,8.76,7.8
1275,1276,Branch 4,Surat,Subscriber,Men,Watches,29.39,6,7.05,192.2,25-09-21,20:52,COD,176.33,5,8.82,6.1
1276,1277,Branch 1,Kolkata,Subscriber,Women,Women Footwear,24.3,9,8.75,238.34,26-09-21,17:36,COD,218.66,5,10.93,7.0
1277,1278,Branch 2,Delhi,Subscriber,Men,Men Footwear,37.11,3,4.45,121.35,27-09-21,13:23,COD,111.33,5,5.57,6.3
1278,1279,Branch 4,Delhi,Subscriber,Men,Watches,27.21,9,9.79,266.89,28-09-21,16:28,Prepaid,244.86,5,12.24,5.6
1279,1280,Branch 1,Delhi,Subscriber,Men,Men Footwear,36.8,9,13.25,360.96,29-09-21,19:57,COD,331.16,5,16.56,9.5
1280,1281,Branch 4,Delhi,Subscriber,Men,Watches,55.13,7,15.44,420.64,30-09-21,17:01,Prepaid,385.91,5,19.3,6.3
1281,1282,Branch 3,Chandigarh,Subscriber,Women,Bags,33.57,1,1.34,36.59,01-10-21,13:29,Prepaid,33.57,5,1.68,7.8
1282,1283,Branch 1,Coimbatore,Subscriber,Unisex,Watches,38.29,1,1.53,41.74,02-10-21,11:09,COD,38.29,5,1.91,6.4
1283,1284,Branch 2,Trichy,Subscriber,Men,Men Footwear,27.21,5,5.44,148.27,03-10-21,15:02,Prepaid,136.03,5,6.8,8.4
1284,1285,Branch 4,Bangalore,Subscriber,Men,Watches,27.5,3,3.3,89.93,04-10-21,14:21,COD,82.5,5,4.13,9.0
1285,1286,Branch 1,Coimbatore,Subscriber,Men,Men Footwear,32.75,4,5.24,142.8,05-10-21,18:01,COD,131.01,5,6.55,7.5
1286,1287,Branch 2,Surat,Subscriber,Unisex,Bags,21.87,1,0.87,23.83,06-10-21,14:49,Prepaid,21.87,5,1.09,6.8
1287,1288,Branch 3,Durgapur,Subscriber,Men,Men Footwear,30.48,8,9.75,265.74,07-10-21,12:02,COD,243.8,5,12.19,9.4
1288,1289,Branch 1,Noida,Non-Subscriber,Men,Men Footwear,33.09,6,7.94,216.41,08-10-21,13:30,COD,198.54,5,9.93,5.1
1289,1290,Branch 2,Kanpur,Subscriber,Men,Men Footwear,31.7,6,7.61,207.33,09-10-21,14:38,COD,190.21,5,9.51,4.1
1290,1291,Branch 3,Ghaziabad,Non-Subscriber,Men,Men Footwear,32.11,9,11.56,315.03,10-10-21,17:37,Prepaid,289.02,5,14.45,6.9
1291,1292,Branch 1,Delhi,Subscriber,Women,Women Apparel,63.86,6,15.33,417.67,11-10-21,17:20,COD,383.19,5,19.16,5.9
